dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
2020-10-28,2463,16439,139426,0,28,0,0
2020-10-29,2353,15912,133353,0,27,0,0
2020-10-30,2306,14822,141529,0,26,0,0
2020-10-31,2384,13260,155288,0,28,0,0
2020-11-01,2346,11029,158111,0,25,0,0
2020-11-02,2596,8982,174220,0,24,0,0
2020-11-03,2572,7012,176940,0,20,0,0
2020-11-04,2504,6180,179816,0,17,0,0
2020-11-05,2419,5884,179473,0,11,0,0
2020-11-06,2374,5716,179684,0,12,0,0
2020-11-07,2286,4885,176894,0,10,0,0
2020-11-08,2272,4550,176303,0,12,0,0
2020-11-09,2135,4273,174495,0,15,0,0
2020-11-10,2027,4429,170950,0,18,0,0
2020-11-11,1892,4611,169247,0,20,0,0
2020-11-12,1781,4621,165638,0,23,0,0
2020-11-13,1679,4337,166099,0,20,0,0
2020-11-14,1538,4311,156483,0,21,0,0
2020-11-15,1479,4305,153867,0,20,0,0
2020-11-16,1337,4202,144713,0,17,0,0
2020-11-17,1308,3930,144011,0,14,0,0
2020-11-18,1232,3303,140172,0,15,0,0
2020-11-19,1205,2799,138612,0,12,0,0
2020-11-20,1136,2308,130538,0,13,0,0
2020-11-21,1252,1972,136766,0,12,0,0
2020-11-22,1245,1758,138391,0,11,0,0
2020-11-23,1228,1484,144244,0,11,0,0
2020-11-24,1143,1248,141379,0,10,0,0
2020-11-25,1156,1155,142321,0,9,0,0
2020-11-26,1131,1030,140309,0,9,0,0
2020-11-27,1116,1039,147883,0,9,0,0
2020-11-28,1056,968,151966,0,7,0,0
2020-11-29,1104,889,153530,0,7,0,0
2020-11-30,1094,868,150988,0,6,0,0
2020-12-01,1159,882,157744,0,5,0,0
2020-12-02,1150,903,159209,0,5,0,0
2020-12-03,1165,938,166439,0,7,0,0
2020-12-04,1185,899,169046,0,7,0,0
2020-12-05,1179,940,169135,0,9,0,0
2020-12-06,1142,928,169091,0,12,0,0
2020-12-07,1149,949,175883,0,14,0,0
2020-12-08,1021,916,167310,0,16,0,0
2020-12-09,994,956,170315,0,15,0,0
2020-12-10,969,944,164956,0,14,0,0
2020-12-11,927,972,157507,0,13,0,0
2020-12-12,922,927,155385,0,11,0,0
2020-12-13,898,960,155399,0,9,0,0
2020-12-14,878,954,154484,0,8,0,0
2020-12-15,926,954,160814,0,7,0,0
2020-12-16,877,866,154887,0,9,0,0
2020-12-17,843,825,155838,0,11,0,0
2020-12-18,818,761,157598,0,11,0,0
2020-12-19,762,751,155694,0,12,0,0
2020-12-20,752,698,154313,0,15,0,0
2020-12-21,707,666,149892,0,17,0,0
2020-12-22,640,677,146771,0,20,0,0
2020-12-23,638,690,145429,0,22,0,0
2020-12-24,627,671,143724,0,23,0,0
2020-12-25,586,681,132719,0,22,0,0
2020-12-26,564,678,131003,0,23,0,0
2020-12-27,530,674,131161,0,20,0,0
2020-12-28,487,671,131802,0,18,0,0
2020-12-29,478,645,131876,0,16,0,0
2020-12-30,459,657,135747,0,14,0,0
2020-12-31,436,624,136316,0,12,0,0
2021-01-01,415,611,141395,1347,16,0,0
2021-01-02,379,586,147496,1347,16,0,0
2021-01-03,365,586,145563,1347,15,0,0
2021-01-04,343,563,145145,1347,16,0,0
2021-01-05,318,526,144120,1347,17,0,0
2021-01-06,285,490,141881,1347,14,0,0
2021-01-07,270,466,139374,1347,14,0,0
2021-01-08,280,438,141060,0,10,0,0
2021-01-09,276,414,132680,0,9,0,0
2021-01-10,286,383,132304,0,9,0,0
2021-01-11,295,380,126975,0,10,0,0
2021-01-12,309,386,120967,0,7,0,0
2021-01-13,319,347,110005,0,8,0,0
2021-01-14,281,330,96003,0,6,0,0
2021-01-15,246,318,85881,0,7,0,0
2021-01-16,244,323,83720,0,10,3528,0
2021-01-17,241,324,82902,0,12,3528,0
2021-01-18,229,399,82538,0,11,5542,0
2021-01-19,197,449,83919,-3,11,7418,0
2021-01-20,176,507,87417,-3,12,7585,0
2021-01-21,178,592,98444,-3,12,10676,0
2021-01-22,180,653,107686,-3,11,13881,0
2021-01-23,167,686,108279,-3,7,10353,0
2021-01-24,161,755,107415,-3,5,10353,0
2021-01-25,153,699,107254,-3,3,14295,0
2021-01-26,138,682,97219,0,4,12419,0
2021-01-27,123,678,97928,0,4,12360,0
2021-01-28,131,657,97759,0,4,18242,0
2021-01-29,134,656,96600,0,4,23051,0
2021-01-30,144,632,96632,0,5,24225,0
2021-01-31,149,587,96272,0,4,24225,0
2021-02-01,137,574,94585,0,5,19887,0
2021-02-02,136,522,102896,0,4,22598,0
2021-02-03,133,487,102465,0,2,23662,0
2021-02-04,115,422,100995,0,3,31638,0
2021-02-05,102,349,100752,0,3,40293,0
2021-02-06,82,299,101555,0,2,49163,0
2021-02-07,69,269,101837,0,2,50479,0
2021-02-08,75,225,103889,0,2,60165,0
2021-02-09,95,205,104513,0,3,66452,0
2021-02-10,92,163,106467,0,3,67370,0
2021-02-11,91,156,106906,0,2,57051,0
2021-02-12,92,139,105601,0,2,47813,0
2021-02-13,86,147,103930,0,3,40297,2215
2021-02-14,83,138,104084,0,3,39073,2215
2021-02-15,75,128,100881,0,4,28724,3862
2021-02-16,53,125,96317,0,3,21171,5361
2021-02-17,63,121,92943,0,4,20674,5573
2021-02-18,67,109,90462,0,5,21188,7953
2021-02-19,82,116,89668,0,5,22330,10164
2021-02-20,95,106,90316,0,4,25693,8835
2021-02-21,99,109,89849,0,4,27096,8835
2021-02-22,102,111,89715,0,2,36497,10130
2021-02-23,118,117,92432,0,2,45127,9828
2021-02-24,124,129,92862,0,1,47974,10222
2021-02-25,140,131,93021,0,0,50774,13515
2021-02-26,151,134,91089,0,1,48538,17511
2021-02-27,144,139,88879,0,1,42647,16625
2021-02-28,145,136,88508,0,1,41152,16625
2021-03-01,164,134,87705,0,2,36530,15167
2021-03-02,158,128,86922,0,2,45388,15541
2021-03-03,139,122,85447,0,2,58945,16041
2021-03-04,129,124,84647,0,2,89492,15577
2021-03-05,124,122,85989,0,1,116652,17386
2021-03-06,122,115,85878,0,2,147982,22838
2021-03-07,131,117,86317,0,2,158428,23385
2021-03-08,112,118,86827,0,1,181168,29732
2021-03-09,119,119,87180,0,3,183558,34526
2021-03-10,133,118,87743,0,3,180588,37145
2021-03-11,132,129,86893,0,4,156961,35914
2021-03-12,124,127,85817,0,4,138379,32179
2021-03-13,131,133,84523,0,4,115711,28801
2021-03-14,129,133,83633,0,4,105577,28283
2021-03-15,135,142,83041,0,5,95350,25477
2021-03-16,135,148,83366,0,3,88598,22710
2021-03-17,146,149,82399,0,3,82199,20500
2021-03-18,160,137,84125,0,3,80625,20221
2021-03-19,158,142,84868,0,3,78767,20874
2021-03-20,171,138,87468,0,2,82775,23503
2021-03-21,179,133,89771,0,2,84228,23787
2021-03-22,189,129,91024,0,2,90620,25513
2021-03-23,219,135,90726,0,3,199809,30115
2021-03-24,227,131,93278,0,4,214971,31318
2021-03-25,234,139,93951,0,4,281980,34543
2021-03-26,252,142,94845,0,4,325029,33957
2021-03-27,271,147,90683,0,4,328336,30511
2021-03-28,294,153,88611,0,4,326763,30216
2021-03-29,304,155,79820,0,3,304379,23665
2021-03-30,305,151,78368,0,2,208773,19910
2021-03-31,313,168,75578,0,2,192379,19468
2021-04-01,331,180,73622,0,3,139046,18347
2021-04-02,357,192,71832,0,3,148755,31565
2021-04-03,379,201,78794,0,3,162537,39483
2021-04-04,400,231,80537,0,5,174529,42162
2021-04-05,430,267,91029,0,5,213867,55812
2021-04-06,469,278,92985,0,7,220656,60986
2021-04-07,615,277,101181,0,6,229339,66595
2021-04-08,802,311,111816,0,5,244565,77372
2021-04-09,1020,311,124613,0,8,212283,75170
2021-04-10,1357,358,176664,0,10,203006,77230
2021-04-11,1640,346,242918,0,9,198999,78791
2021-04-12,2153,384,327495,0,9,176432,78223
2021-04-13,2651,402,372065,0,8,152816,76353
2021-04-14,2841,477,380968,0,11,138921,70074
2021-04-15,3095,494,376403,0,11,95629,54152
2021-04-16,3387,569,383705,0,12,67241,42672
2021-04-17,3858,639,358898,0,12,59440,40704
2021-04-18,4145,762,308869,0,17,58632,40174
2021-04-19,4929,976,272097,0,24,88676,58056
2021-04-20,5990,1203,279938,0,26,141266,80181
2021-04-21,7270,1394,311980,0,28,178305,93104
2021-04-22,8702,1707,367085,0,37,232673,112705
2021-04-23,10513,1942,407069,0,45,274724,122537
2021-04-24,11873,2412,432895,0,57,297568,122172
2021-04-25,13078,2811,443269,0,65,302214,120993
2021-04-26,14848,3327,451040,0,73,312972,115047
2021-04-27,16329,4003,446517,0,88,313829,108511
2021-04-28,17709,4804,439890,0,105,312812,105995
2021-04-29,18857,6203,433740,0,121,337804,112517
2021-04-30,19670,8304,433574,0,135,392381,130481
2021-05-01,20887,9914,418482,0,144,425589,141782
2021-05-02,21428,12187,408626,0,160,428231,141303
2021-05-03,22780,13893,391384,0,174,429333,138199
2021-05-04,24123,15789,383759,0,197,417960,134648
2021-05-05,25904,17607,380353,0,230,402689,132881
2021-05-06,27761,18786,374452,0,250,355721,120680
2021-05-07,30190,19599,370531,0,271,317747,107180
2021-05-08,32493,20423,381669,0,298,315836,101510
2021-05-09,33407,21637,393986,0,316,320549,103449
2021-05-10,34721,23334,410244,0,364,323650,106949
2021-05-11,36504,24892,423813,0,408,321182,110331
2021-05-12,37335,25856,435695,0,424,328320,105297
2021-05-13,37867,27099,433912,0,453,331101,99629
2021-05-14,36319,28005,409651,0,482,288941,84689
2021-05-15,35910,28206,409212,0,495,274619,73508
2021-05-16,36261,28386,415961,0,503,293988,70043
2021-05-17,36852,28892,435245,0,518,290049,54291
2021-05-18,36429,28794,456924,0,506,290447,39118
2021-05-19,36915,28971,495008,0,524,293077,38478
2021-05-20,38020,27823,538098,0,523,324576,37251
2021-05-21,40008,28642,597199,0,528,341030,40833
2021-05-22,40641,30047,639896,0,544,328035,47701
2021-05-23,40554,31607,659734,0,560,324384,50597
2021-05-24,40381,32122,688921,0,552,325846,55957
2021-05-25,40313,32594,712985,0,571,331019,60298
2021-05-26,39869,34803,727064,0,572,329164,60886
2021-05-27,39000,36516,743821,0,581,302768,58679
2021-05-28,38370,37289,763640,0,580,306034,56245
2021-05-29,38003,36535,772804,0,578,309134,49806
2021-05-30,37685,36440,781680,0,561,292511,47900
2021-05-31,35812,36225,772598,0,542,270163,37076
2021-06-01,34727,36434,773796,0,501,246326,29019
2021-06-02,33206,34557,760599,0,472,237386,26714
2021-06-03,31811,34563,748233,0,435,229690,23880
2021-06-04,30923,33066,748849,0,409,224524,21811
2021-06-05,29091,32260,748255,0,376,220025,20527
2021-06-06,28074,30646,750305,0,358,223025,21577
2021-06-07,27530,30222,763035,0,330,228344,22279
2021-06-08,26796,28649,780734,0,322,251618,23142
2021-06-09,26369,28615,793618,0,316,263328,27779
2021-06-10,25816,28948,808856,0,321,300574,47276
2021-06-11,24934,29926,854791,0,296,338246,59301
2021-06-12,24616,32427,900719,0,294,370893,69514
2021-06-13,24555,33754,927526,0,293,390363,77820
2021-06-14,24429,33440,949256,0,299,401473,98816
2021-06-15,23896,32927,948973,0,290,390849,106962
2021-06-16,23531,33453,963220,0,271,390614,112011
2021-06-17,23252,33279,995171,0,261,388690,112203
2021-06-18,23292,32873,997563,0,265,403937,126041
2021-06-19,23400,32414,997087,0,263,426932,137917
2021-06-20,23008,30570,974682,0,257,411445,137312
2021-06-21,22135,29970,999492,0,249,699698,131533
2021-06-22,21589,29546,1019283,0,252,898551,135386
2021-06-23,20931,28467,1055457,0,246,1214639,140467
2021-06-24,20235,27122,1025212,0,239,1296599,132632
2021-06-25,19322,26264,992397,0,232,1366192,121990
2021-06-26,18391,24622,958864,0,225,1394764,127689
2021-06-27,18139,24324,935945,0,232,1378766,120800
2021-06-28,18023,24019,898632,0,239,1131974,125701
2021-06-29,17826,23533,847134,0,229,907368,120623
2021-06-30,17577,22784,772359,0,229,564813,110319
2021-07-01,17465,22509,786005,0,233,579996,114700
2021-07-02,17125,21434,800881,0,234,635197,123342
2021-07-03,16860,20459,807079,0,229,644626,111737
2021-07-04,16550,19973,805796,0,212,661586,113267
2021-07-05,16501,19100,788795,0,201,614837,98497
2021-07-06,16262,18849,787835,0,208,611702,92167
2021-07-07,16072,18932,798112,0,204,610452,87163
2021-07-08,16047,18549,767207,0,187,451299,71222
2021-07-09,16087,18128,730313,0,184,290412,52730
2021-07-10,16103,18458,729536,0,180,262624,50514
2021-07-11,16469,18476,772945,0,176,334378,52511
2021-07-12,16404,18871,824764,0,182,517149,59112
2021-07-13,16140,18582,848883,0,171,591294,68725
2021-07-14,15897,18101,879711,0,167,640201,114362
2021-07-15,15245,17653,893859,0,173,664506,149372
2021-07-16,14534,17828,904262,0,173,683394,169330
2021-07-17,13870,17469,904714,0,172,671009,181660
2021-07-18,13620,16953,879003,0,171,585858,180134
2021-07-19,12842,16175,863413,0,154,485265,188128
2021-07-20,12471,16364,881049,0,141,510229,202807
2021-07-21,11972,16135,822606,0,144,489655,163511
2021-07-22,11776,15899,861243,0,139,623974,170879
2021-07-23,11615,15112,880928,0,130,705602,185414
2021-07-24,11483,14405,866057,0,130,721412,184908
2021-07-25,11208,13629,868018,0,137,758177,192825
2021-07-26,10939,13321,882093,0,143,821216,224843
2021-07-27,10577,12988,895571,0,151,896952,253630
2021-07-28,10306,12353,933789,0,147,943823,269562
2021-07-29,9809,11755,902928,0,145,863573,247433
2021-07-30,9367,11327,867885,0,150,772435,227764
2021-07-31,8761,11019,856281,0,146,794638,218191
2021-08-01,8491,10967,873897,0,139,869537,224087
2021-08-02,8238,10606,883248,0,132,948394,206406
2021-08-03,7984,10452,881855,0,127,1017432,183543
2021-08-04,7773,9924,888711,0,125,1060133,180324
2021-08-05,7541,9509,891889,0,122,1209600,193334
2021-08-06,7337,9334,894806,0,116,1354106,200550
2021-08-07,7334,8911,906423,0,112,1439619,220580
2021-08-08,7118,8589,874028,0,112,1384130,212549
2021-08-09,6963,8186,838285,0,110,1358309,221134
2021-08-10,6710,7992,798335,0,113,1293878,235487
2021-08-11,6531,7827,780815,0,108,1238658,245183
2021-08-12,6399,7888,760681,0,108,1149863,254276
2021-08-13,6187,7791,761097,0,114,1166779,274544
2021-08-14,5956,7703,749668,0,110,1239944,292646
2021-08-15,5799,7433,740633,0,105,1293875,306641
2021-08-16,5437,7381,710760,0,98,1350611,311411
2021-08-17,5249,7429,698338,0,93,1534926,322419
2021-08-18,5002,7355,679952,0,94,1592586,320957
2021-08-19,4780,6824,664424,0,87,1608360,313975
2021-08-20,4725,6389,649038,0,80,1523778,300973
2021-08-21,4610,6078,624294,0,84,1346106,284531
2021-08-22,4535,5760,610181,0,84,1250372,269873
2021-08-23,4477,5451,594236,0,85,1168335,276101
2021-08-24,4291,4971,586508,0,87,1006528,266230
2021-08-25,4341,4628,593773,0,79,993237,267236
2021-08-26,4190,4625,579399,0,80,1032070,275665
2021-08-27,3981,4630,554324,0,76,1108113,287730
2021-08-28,3927,4647,556380,0,70,997518,247325
2021-08-29,3884,4782,560137,0,64,1263402,303525
2021-08-30,3722,4689,544641,0,68,1185701,280722
2021-08-31,3737,4781,539158,0,60,1175662,279051
2021-09-01,3621,4769,527732,0,64,1154081,275652
2021-09-02,3613,4560,530152,0,59,1133559,280401
2021-09-03,3678,4649,546926,0,56,1130983,288539
2021-09-04,3634,4608,541603,0,57,1324196,347569
2021-09-05,3662,4306,538995,0,59,1099123,301544
2021-09-06,3760,4250,550883,0,55,1180133,325354
2021-09-07,3661,4046,543301,0,59,1208822,334741
2021-09-08,3515,3959,529436,0,52,1242129,347321
2021-09-09,3398,3916,524435,0,50,1292912,354599
2021-09-10,3230,3657,509089,0,49,1301934,357153
2021-09-11,3187,3630,501265,0,47,1297782,359224
2021-09-12,3125,3717,496442,0,52,1286572,356937
2021-09-13,3053,3805,484948,0,48,1252617,390454
2021-09-14,3075,3818,474904,0,48,1141062,406291
2021-09-15,3092,3942,471290,0,52,1074901,410272
2021-09-16,3123,3897,451065,0,52,950766,412220
2021-09-17,2997,3805,429682,0,56,1056849,810296
2021-09-18,2863,3663,413905,0,50,965266,853508
2021-09-19,2863,3463,410250,0,46,968708,880168
2021-09-20,2754,3336,403366,0,49,937944,940237
2021-09-21,2702,3241,396894,0,46,962195,990789
2021-09-22,2665,3139,396328,0,42,986400,1015467
2021-09-23,2568,3215,401129,0,48,989924,1059793
2021-09-24,2704,3167,407172,0,46,756265,709340
2021-09-25,2714,3068,404004,0,48,745100,708148
2021-09-26,2651,3116,400920,0,46,726592,696426
2021-09-27,2608,2961,383279,0,44,666476,648237
2021-09-28,2557,2955,375094,0,48,602907,600800
2021-09-29,2516,2858,364710,0,51,584469,579918
2021-09-30,2521,2757,348500,0,46,542285,519314
2021-10-01,2418,2684,334923,0,42,492507,444612
2021-10-02,2289,2590,326758,0,42,763058,679164
2021-10-03,2286,2607,331626,0,38,745272,660503
2021-10-04,2207,2559,327041,0,39,711681,623107
2021-10-05,2202,2383,316856,0,36,695419,610443
2021-10-06,2136,2343,310436,0,35,704405,603741
2021-10-07,2055,2277,308279,0,38,748698,637678
2021-10-08,2070,2264,304741,0,40,802610,661325
2021-10-09,2097,2337,303838,0,41,586063,423031
2021-10-10,2064,2253,298703,0,45,669912,467945
2021-10-11,2001,2162,294708,0,41,711702,485059
2021-10-12,1842,2212,277611,0,37,656283,430760
2021-10-13,1717,2126,253992,0,33,587369,394874
2021-10-14,1629,2100,222086,0,27,477894,321270
2021-10-15,1458,2041,193914,0,23,381030,268279
2021-10-16,1454,1986,183080,0,23,254900,212437
2021-10-17,1499,1991,177530,0,24,157486,180036
2021-10-18,1527,2034,172144,0,26,75588,172666
2021-10-19,1654,2057,182844,0,23,87243,267743
2021-10-20,1787,1958,201845,0,22,96662,308500
2021-10-21,1964,1824,250833,0,24,122587,427913
2021-10-22,2132,1749,273927,0,25,154756,558322
2021-10-23,2187,1678,280904,0,23,171332,628294
2021-10-24,2121,1677,281267,0,23,174076,633668
2021-10-25,2149,1707,290477,0,21,184876,705905
2021-10-26,2143,1713,293493,0,24,199802,750426
2021-10-27,2079,1822,291675,0,29,220083,800839
2021-10-28,2017,2002,268768,0,27,237712,823202
2021-10-29,2024,2071,273710,0,28,253314,829882
2021-10-30,1983,2223,273750,0,29,269058,844994
2021-10-31,2056,2215,269097,0,24,274869,849889
2020-03-22,2,0,0,0,0,0,0
2020-03-23,3,0,0,0,0,0,0
2020-03-24,3,0,0,0,0,0,0
2020-03-25,4,0,0,0,0,0,0
2020-03-26,7,0,0,0,0,0,0
2020-03-27,9,0,0,0,0,0,0
2020-03-28,11,0,0,0,0,0,0
2020-03-29,13,0,0,0,1,0,0
2020-03-30,12,0,0,0,1,0,0
2020-03-31,18,0,0,0,1,0,0
2020-04-01,20,0,0,0,1,0,0
2020-04-02,22,3,0,0,1,0,0
2020-04-03,22,3,0,0,1,0,0
2020-04-04,21,3,0,0,1,0,0
2020-04-05,17,3,3037,0,0,0,0
2020-04-06,17,9,3037,0,0,0,0
2020-04-07,17,15,3037,0,0,0,0
2020-04-08,15,15,4596,0,0,0,0
2020-04-09,29,12,4991,0,0,0,0
2020-04-10,29,12,5457,0,0,0,0
2020-04-11,32,12,6250,0,0,0,0
2020-04-12,32,23,3666,0,0,0,0
2020-04-13,34,19,4226,0,0,0,0
2020-04-14,28,14,4690,0,0,0,0
2020-04-15,33,14,3667,0,0,0,0
2020-04-16,25,22,3855,0,0,0,0
2020-04-17,25,22,4029,0,0,0,0
2020-04-18,22,27,3880,0,1,0,0
2020-04-19,32,16,4042,0,1,0,0
2020-04-20,47,14,4056,0,1,0,0
2020-04-21,60,13,4272,0,1,0,0
2020-04-22,71,13,4715,0,1,0,0
2020-04-23,87,7,4939,0,1,0,0
2020-04-24,138,7,5438,0,1,0,0
2020-04-25,165,3,5755,0,0,0,0
2020-04-26,181,14,6296,0,0,0,0
2020-04-27,233,14,6860,0,0,0,0
2020-04-28,240,22,7791,0,0,0,0
2020-04-29,260,22,8202,0,0,0,0
2020-04-30,255,40,8887,0,0,0,0
2020-05-01,243,54,9194,0,1,0,0
2020-05-02,230,72,9839,0,2,0,0
2020-05-03,240,68,9910,0,2,0,0
2020-05-04,182,71,10166,0,2,0,0
2020-05-05,169,94,9001,0,2,0,0
2020-05-06,139,94,8148,0,2,0,0
2020-05-07,125,134,7169,0,3,0,0
2020-05-08,113,169,6202,0,2,0,0
2020-05-09,130,201,5828,0,1,0,0
2020-05-10,190,230,5719,0,2,0,0
2020-05-11,221,250,6317,0,2,0,0
2020-05-12,344,224,8639,0,2,0,0
2020-05-13,411,242,9821,0,3,0,0
2020-05-14,449,194,10941,0,2,0,0
2020-05-15,454,173,12325,0,2,0,0
2020-05-16,567,155,12788,0,3,0,0
2020-05-17,613,119,13059,0,2,0,0
2020-05-18,674,140,12334,0,3,0,0
2020-05-19,640,135,13133,0,3,0,0
2020-05-20,823,171,14212,0,2,0,0
2020-05-21,988,159,14910,0,2,0,0
2020-05-22,1133,189,15836,0,4,0,0
2020-05-23,1216,180,16880,0,3,0,0
2020-05-24,1254,229,18012,0,3,0,0
2020-05-25,1314,216,16745,0,4,0,0
2020-05-26,1449,283,13178,0,5,0,0
2020-05-27,1260,347,14901,0,6,0,0
2020-05-28,1198,479,14583,0,6,0,0
2020-05-29,1193,580,13775,0,4,0,0
2020-05-30,1171,658,12709,0,10,0,0
2020-05-31,1233,818,11996,0,12,0,0
2020-06-01,1208,1008,14349,0,10,0,0
2020-06-02,1128,1003,17672,0,10,0,0
2020-06-03,1290,1107,16467,0,10,0,0
2020-06-04,1267,1070,18038,0,13,0,0
2020-06-05,1239,1024,19647,0,14,0,0
2020-06-06,1266,987,21544,0,8,0,0
2020-06-07,1263,885,23371,0,7,0,0
2020-06-08,1302,801,24228,0,8,0,0
2020-06-09,1359,967,24175,0,9,0,0
2020-06-10,1372,909,24754,0,9,0,0
2020-06-11,1496,966,24912,0,6,0,0
2020-06-12,1498,1083,24768,0,6,0,0
2020-06-13,1458,1388,24613,0,6,0,0
2020-06-14,1405,1570,24521,0,6,0,0
2020-06-15,1415,1684,24808,0,7,0,0
2020-06-16,1355,1801,25195,0,6,0,0
2020-06-17,1242,1842,24919,0,5,0,0
2020-06-18,1092,1875,26359,0,10,0,0
2020-06-19,1194,1782,28891,0,14,0,0
2020-06-20,1214,1681,31062,0,14,0,0
2020-06-21,1190,1656,33297,0,15,0,0
2020-06-22,1231,1541,36350,0,14,0,0
2020-06-23,1240,1456,38618,0,15,0,0
2020-06-24,1333,1330,40701,0,16,0,0
2020-06-25,1448,1519,42153,0,12,0,0
2020-06-26,1388,1571,44081,0,7,0,0
2020-06-27,1477,1563,47237,0,9,0,0
2020-06-28,1559,1525,48906,0,11,0,0
2020-06-29,1725,1607,49183,0,11,0,0
2020-06-30,1937,1517,51489,0,14,0,0
2020-07-01,1931,1705,53586,0,18,0,0
2020-07-02,2194,1514,54243,0,22,0,0
2020-07-03,2430,1542,53524,0,28,0,0
2020-07-04,2477,1558,52712,0,30,0,0
2020-07-05,2636,1609,52064,0,28,0,0
2020-07-06,2522,1640,51450,0,34,0,0
2020-07-07,2541,1794,48387,0,30,0,0
2020-07-08,3073,1730,46865,0,27,0,0
2020-07-09,3299,1798,48079,0,31,0,0
2020-07-10,3225,2040,48487,0,27,0,0
2020-07-11,3582,2503,49665,0,30,0,0
2020-07-12,4445,3188,52117,0,35,0,0
2020-07-13,5281,3350,55033,0,37,0,0
2020-07-14,6325,3681,59883,0,45,0,0
2020-07-15,6896,3992,61658,0,57,0,0
2020-07-16,7577,4309,63398,0,58,0,0
2020-07-17,8967,4746,66076,0,62,0,0
2020-07-18,9928,4780,67470,0,59,0,0
2020-07-19,10074,4644,68495,0,54,0,0
2020-07-20,10034,5171,69484,1,53,0,0
2020-07-21,9711,5722,69769,1,55,0,0
2020-07-22,9893,6343,71876,1,51,0,0
2020-07-23,10133,6858,71751,1,45,0,0
2020-07-24,10211,7835,71934,1,48,0,0
2020-07-25,11347,8749,73893,1,55,0,0
2020-07-26,12540,9711,77816,1,70,0,0
2020-07-27,13656,10309,81934,0,68,0,0
2020-07-28,15027,10479,87906,0,71,0,0
2020-07-29,15853,10628,95541,0,65,0,0
2020-07-30,16310,10714,106222,0,73,0,0
2020-07-31,17476,10818,118508,0,77,0,0
2020-08-01,18194,10953,134671,0,80,0,0
2020-08-02,18351,10329,156091,0,73,0,0
2020-08-03,18456,10664,178379,0,81,0,0
2020-08-04,18440,11540,200319,0,80,0,0
2020-08-05,18813,11866,234449,0,96,0,0
2020-08-06,20147,12147,273902,0,103,0,0
2020-08-07,20807,12615,322680,0,102,0,0
2020-08-08,21278,13200,369482,0,107,0,0
2020-08-09,22450,14678,409491,0,107,0,0
2020-08-10,23174,15631,448313,0,114,0,0
2020-08-11,24781,16279,493412,0,116,0,0
2020-08-12,25821,17698,533902,0,105,0,0
2020-08-13,26311,18687,578100,0,96,0,0
2020-08-14,26576,19042,627900,0,100,0,0
2020-08-15,26120,20002,665972,0,96,0,0
2020-08-16,24373,21251,657556,0,108,0,0
2020-08-17,23877,22567,689937,0,92,0,0
2020-08-18,23063,23701,719404,0,93,0,0
2020-08-19,22206,24510,735169,0,94,0,0
2020-08-20,20751,25656,738662,0,90,0,0
2020-08-21,19301,26534,729764,0,88,0,0
2020-08-22,18003,26697,719211,0,86,0,0
2020-08-23,18063,25888,753035,0,73,0,0
2020-08-24,16765,24656,707523,0,85,0,0
2020-08-25,14952,23791,670127,0,86,0,0
2020-08-26,14231,22187,664538,0,85,0,0
2020-08-27,13640,21533,661066,0,88,0,0
2020-08-28,13177,20604,654410,0,86,0,0
2020-08-29,13026,19702,657946,0,78,0,0
2020-08-30,12857,18851,664640,0,78,0,0
2020-08-31,12954,18210,692449,0,67,0,0
2020-09-01,13438,17070,732623,0,65,0,0
2020-09-02,13244,16639,757437,0,69,0,0
2020-09-03,13306,15280,793895,0,66,0,0
2020-09-04,13286,13966,838324,0,67,0,0
2020-09-05,12926,13302,882326,0,71,0,0
2020-09-06,12645,12995,925629,0,66,0,0
2020-09-07,12690,12573,988761,0,67,0,0
2020-09-08,12429,12488,1025873,0,56,0,0
2020-09-09,11958,12387,1020590,0,53,0,0
2020-09-10,11579,12295,991858,0,57,0,0
2020-09-11,11311,13047,946737,0,56,0,0
2020-09-12,11005,12782,902184,0,58,0,0
2020-09-13,10731,12753,861651,0,68,0,0
2020-09-14,10499,12874,810825,0,70,0,0
2020-09-15,10407,12444,765646,0,71,0,0
2020-09-16,10440,12466,751495,0,73,0,0
2020-09-17,10489,12451,744424,0,70,0,0
2020-09-18,9926,11942,731506,0,62,0,0
2020-09-19,10121,11798,749908,0,53,0,0
2020-09-20,10153,11390,815919,0,42,0,0
2020-09-21,10330,10805,887192,0,39,0,0
2020-09-22,10364,10523,973788,0,37,0,0
2020-09-23,10431,10289,1041403,0,26,0,0
2020-09-24,10042,9978,1107321,0,23,0,0
2020-09-25,10527,10110,1179934,0,22,0,0
2020-09-26,10368,10176,1206275,0,25,0,0
2020-09-27,10340,10094,1169432,0,24,0,0
2020-09-28,10176,10364,1116293,0,22,0,0
2020-09-29,10006,10834,1066740,0,21,0,0
2020-09-30,9843,11079,1022538,0,30,0,0
2020-10-01,10010,11167,971863,0,28,0,0
2020-10-02,9809,10854,927222,0,29,0,0
2020-10-03,9335,10663,863545,0,26,0,0
2020-10-04,9069,10572,832071,0,27,0,0
2020-10-05,8826,10486,799376,0,32,0,0
2020-10-06,8652,10039,758972,0,31,0,0
2020-10-07,8521,9726,729444,0,23,0,0
2020-10-08,8395,9490,713610,0,23,0,0
2020-10-09,8119,9417,692978,0,24,0,0
2020-10-10,8276,9212,712799,0,32,0,0
2020-10-11,8317,9115,701350,0,31,0,0
