dates,confirmed,recovered,tested,other,deceased,vaccinated1,vaccinated2
2020-09-18,2509,2074,36027,0,12,0,0
2020-09-19,2595,1856,35175,0,8,0,0
2020-09-20,1227,1795,19318,0,14,0,0
2020-09-21,2640,1795,35603,0,16,0,0
2020-09-22,2073,1817,29647,0,8,0,0
2020-09-23,2098,1762,29896,0,11,0,0
2020-09-24,2091,2432,28993,0,11,0,0
2020-09-25,1792,1571,28245,0,17,0,0
2020-09-26,1736,1595,25831,0,13,0,0
2020-09-27,875,1670,15347,0,17,0,0
2020-09-28,3644,2320,120156,0,12,0,0
2020-09-29,3592,1702,134570,0,13,0,0
2020-09-30,3590,1616,148780,0,17,0,0
2020-10-01,1585,1904,39780,0,14,0,0
2020-10-02,1416,1441,28301,0,10,0,0
2020-10-03,1632,1813,33656,0,14,0,0
2020-10-04,756,1351,13123,0,14,0,0
2020-10-05,1518,1364,35670,0,11,0,0
2020-10-06,1184,1586,31780,0,18,0,0
2020-10-07,1307,2561,33346,0,7,0,0
2020-10-08,1188,2198,32408,0,9,0,0
2020-10-09,1019,2068,31586,0,8,0,0
2020-10-10,971,1451,27491,0,9,0,0
2020-10-11,396,1227,11376,0,5,0,0
2020-10-12,1521,1457,107900,0,10,0,0
2020-10-13,1482,1020,126279,0,4,0,0
2020-10-14,1427,1013,139868,0,4,0,0
2020-10-15,769,1263,35040,0,9,0,0
2020-10-16,767,931,34714,0,10,0,0
2020-10-17,642,818,23129,0,12,0,0
2020-10-18,318,599,13547,0,3,0,0
2020-10-19,698,1530,34956,0,7,0,0
2020-10-20,666,1201,38585,0,9,0,0
2020-10-21,701,1664,42452,0,5,0,0
2020-10-22,508,1584,34375,0,7,0,0
2020-10-23,427,2184,17496,0,4,0,0
2020-10-24,258,2948,12263,0,2,0,0
2020-10-25,204,2961,8753,0,4,0,0
2020-10-26,215,2832,14225,0,2,0,0
2020-10-27,403,2443,26164,0,6,0,0
2020-10-28,448,1487,26150,0,3,0,0
2020-10-29,398,1057,28302,0,6,0,0
2020-10-30,380,1094,25672,0,3,0,0
2020-10-31,336,1386,26022,0,4,0,0
2020-11-01,166,730,11576,0,1,0,0
2020-11-02,465,785,30334,0,1,0,0
2020-11-03,379,473,28884,0,2,0,0
2020-11-04,380,655,29026,0,0,0,0
2020-11-05,313,761,27959,0,0,0,0
2020-11-06,335,926,25883,0,4,0,0
2020-11-07,248,555,23232,0,2,0,0
2020-11-08,152,395,10985,0,3,0,0
2020-11-09,328,508,28526,0,4,0,0
2020-11-10,271,629,25339,0,5,0,0
2020-11-11,245,837,27323,0,2,0,0
2020-11-12,202,771,24350,0,3,0,0
2020-11-13,233,642,26344,0,1,0,0
2020-11-14,107,529,13616,0,3,0,0
2020-11-15,93,389,8369,0,2,0,0
2020-11-16,186,405,19372,0,1,0,0
2020-11-17,242,357,24637,0,2,0,0
2020-11-18,169,210,23484,0,3,0,0
2020-11-19,175,267,22790,0,0,0,0
2020-11-20,164,151,18270,0,2,0,0
2020-11-21,223,193,19844,0,2,0,0
2020-11-22,86,175,9994,0,1,0,0
2020-11-23,169,131,25225,0,1,0,0
2020-11-24,157,121,21772,0,1,0,0
2020-11-25,182,117,24426,0,2,0,0
2020-11-26,150,142,20778,0,0,0,0
2020-11-27,149,160,25844,0,2,0,0
2020-11-28,163,122,23927,0,0,0,0
2020-11-29,134,96,11558,0,1,0,0
2020-11-30,159,110,22683,0,0,0,0
2020-12-01,222,135,28528,0,0,0,0
2020-12-02,173,138,25891,0,2,0,0
2020-12-03,165,177,28008,0,2,0,0
2020-12-04,169,121,28451,0,2,0,0
2020-12-05,157,163,24016,0,2,0,0
2020-12-06,97,84,11514,0,4,0,0
2020-12-07,166,131,29475,0,2,0,0
2020-12-08,94,102,19955,0,2,0,0
2020-12-09,146,178,28896,0,1,0,0
2020-12-10,140,165,22649,0,1,0,0
2020-12-11,127,149,21002,0,1,0,0
2020-12-12,152,118,21894,0,0,0,0
2020-12-13,73,117,11528,0,2,0,0
2020-12-14,146,125,28560,0,1,0,0
2020-12-15,142,102,26285,0,1,0,0
2020-12-16,97,90,22969,0,3,0,0
2020-12-17,106,124,23600,0,3,0,0
2020-12-18,102,85,22762,0,1,0,0
2020-12-19,96,108,19990,0,1,0,0
2020-12-20,63,64,10147,0,5,0,0
2020-12-21,101,93,24139,0,3,0,0
2020-12-22,75,113,23164,0,4,0,0
2020-12-23,95,103,21627,0,5,0,0
2020-12-24,95,105,21895,0,4,0,0
2020-12-25,61,95,11757,0,0,0,0
2020-12-26,74,105,18274,0,2,0,0
2020-12-27,29,60,10305,0,2,0,0
2020-12-28,58,90,24780,0,1,0,0
2020-12-29,66,87,23238,0,2,0,0
2020-12-30,76,115,25498,0,3,0,0
2020-12-31,72,72,22464,0,2,0,0
2021-01-01,40,82,16836,1347,4,0,0
2021-01-02,38,80,24375,0,2,0,0
2021-01-03,15,60,8372,0,1,0,0
2021-01-04,36,67,24362,0,2,0,0
2021-01-05,41,50,22213,0,3,0,0
2021-01-06,43,79,23259,0,0,0,0
2021-01-07,57,48,19957,0,2,0,0
2021-01-08,50,54,18522,0,0,0,0
2021-01-09,34,56,15995,0,1,0,0
2021-01-10,25,29,7996,0,1,0,0
2021-01-11,45,64,19033,0,3,0,0
2021-01-12,55,56,16205,0,0,0,0
2021-01-13,53,40,12297,0,1,0,0
2021-01-14,19,31,5955,0,0,0,0
2021-01-15,15,42,8400,0,1,0,0
2021-01-16,32,61,13834,0,4,3528,0
2021-01-17,22,30,7178,0,3,0,0
2021-01-18,33,139,18669,0,2,2014,0
2021-01-19,23,106,17586,-3,0,1876,0
2021-01-20,32,98,15795,0,2,167,0
2021-01-21,21,116,16982,0,0,3091,0
2021-01-22,17,103,17642,0,0,3205,0
2021-01-23,19,94,14427,0,0,0,0
2021-01-24,16,99,6314,0,1,0,0
2021-01-25,25,83,18508,0,0,5956,0
2021-01-26,8,89,7551,0,1,0,0
2021-01-27,17,94,16504,0,2,108,0
2021-01-28,29,95,16813,0,0,8973,0
2021-01-29,20,102,16483,0,0,8014,0
2021-01-30,29,70,14459,0,1,1174,0
2021-01-31,21,54,5954,0,0,0,0
2021-02-01,13,70,16821,0,1,1618,0
2021-02-02,7,37,15862,0,0,2711,0
2021-02-03,14,59,16073,0,0,1172,0
2021-02-04,11,30,15343,0,1,16949,0
2021-02-05,7,29,16240,0,0,16669,0
2021-02-06,9,20,15262,0,0,10044,0
2021-02-07,8,24,6236,0,0,1316,0
2021-02-08,19,26,18873,0,1,11304,0
2021-02-09,27,17,16486,0,1,8998,0
2021-02-10,11,17,18027,0,0,2090,0
2021-02-11,10,23,15782,0,0,6630,0
2021-02-12,8,12,14935,0,0,7431,0
2021-02-13,3,28,13591,0,1,2528,2215
2021-02-14,5,15,6390,0,0,92,0
2021-02-15,11,16,15670,0,2,955,1647
2021-02-16,5,14,11922,0,0,1445,1499
2021-02-17,21,13,14653,0,1,1593,212
2021-02-18,14,11,13301,0,1,7144,2380
2021-02-19,23,19,14141,0,0,8573,2211
2021-02-20,16,18,14239,0,0,5891,886
2021-02-21,9,18,5923,0,0,1495,0
2021-02-22,14,18,15536,0,0,10356,2942
2021-02-23,21,20,14639,0,0,10075,1197
2021-02-24,27,25,15083,0,0,4440,606
2021-02-25,30,13,13460,0,0,9944,5673
2021-02-26,34,22,12209,0,1,6337,6207
2021-02-27,9,23,12029,0,0,0,0
2021-02-28,10,15,5552,0,0,0,0
2021-03-01,33,16,14733,0,1,5734,1484
2021-03-02,15,14,13856,0,0,18933,1571
2021-03-03,8,19,13608,0,0,17997,1106
2021-03-04,20,15,12660,0,0,40491,5209
2021-03-05,29,20,13551,0,0,33497,8016
2021-03-06,7,16,11918,0,1,31330,5452
2021-03-07,19,17,5991,0,0,10446,547
2021-03-08,14,17,15243,0,0,28474,7831
2021-03-09,22,15,14209,0,2,21323,6365
2021-03-10,22,18,14171,0,0,15027,3725
2021-03-11,19,26,11810,0,1,16864,3978
2021-03-12,21,18,12475,0,0,14915,4281
2021-03-13,14,22,10624,0,1,8662,2074
2021-03-14,17,17,5101,0,0,312,29
2021-03-15,20,26,14651,0,1,18247,5025
2021-03-16,22,21,14534,0,0,14571,3598
2021-03-17,33,19,13204,0,0,8628,1515
2021-03-18,33,14,13536,0,1,15290,3699
2021-03-19,19,23,13218,0,0,13057,4934
2021-03-20,27,18,13224,0,0,12670,4703
2021-03-21,25,12,7404,0,0,1765,313
2021-03-22,30,22,15904,0,1,24639,6751
2021-03-23,52,27,14236,0,1,123760,8200
2021-03-24,41,15,15756,0,1,23790,2718
2021-03-25,40,22,14209,0,1,82299,6924
2021-03-26,37,26,14112,0,0,56106,4348
2021-03-27,46,23,9062,0,0,15977,1257
2021-03-28,48,18,5332,0,0,192,18
2021-03-29,40,24,7113,0,0,2255,200
2021-03-30,53,23,12784,0,0,28154,4445
2021-03-31,49,32,12966,0,1,7396,2276
2021-04-01,58,34,12253,0,2,28966,5803
2021-04-02,63,38,12322,0,0,65815,17566
2021-04-03,68,32,16024,0,0,29759,9175
2021-04-04,69,48,7075,0,2,12184,2697
2021-04-05,70,60,17605,0,0,41593,13850
2021-04-06,92,34,14740,0,2,34943,9619
2021-04-07,195,31,21162,0,0,16079,7885
2021-04-08,245,68,22888,0,1,44192,16580
2021-04-09,281,38,25119,0,3,33533,15364
2021-04-10,405,79,68075,0,2,20482,11235
2021-04-11,352,36,73329,0,1,8177,4258
2021-04-12,583,98,102182,0,0,19026,13282
2021-04-13,590,52,59310,0,1,11327,7749
2021-04-14,385,106,30065,0,3,2184,1606
2021-04-15,499,85,18323,0,1,900,658
2021-04-16,573,113,32421,0,4,5145,3884
2021-04-17,876,149,43268,0,2,12681,9267
2021-04-18,639,159,23300,0,6,7369,3728
2021-04-19,1367,312,65410,0,7,49070,31164
2021-04-20,1651,279,67151,0,3,63917,29874
2021-04-21,1665,297,62107,0,5,39223,14529
2021-04-22,1931,398,73428,0,10,55268,20259
2021-04-23,2384,348,72405,0,12,47196,13716
2021-04-24,2236,619,69094,0,14,35525,8902
2021-04-25,1844,558,33674,0,14,12015,2549
2021-04-26,3137,828,73181,0,15,59828,25218
2021-04-27,3132,955,62628,0,18,64774,23338
2021-04-28,3045,1098,55480,0,22,38206,12013
2021-04-29,3079,1797,67278,0,26,80260,26781
2021-04-30,3197,2449,72239,0,26,101773,31680
2021-05-01,3453,2229,54002,0,23,68733,20203
2021-05-02,2385,2831,23818,0,30,14657,2070
2021-05-03,4489,2534,55939,0,29,60930,22114
2021-05-04,4475,2851,55003,0,41,53401,19787
2021-05-05,4826,2916,52074,0,55,22935,10246
2021-05-06,4936,2976,61377,0,46,33292,14580
2021-05-07,5626,3262,68318,0,47,63799,18180
2021-05-08,5756,3053,65140,0,50,66822,14533
2021-05-09,3299,4045,36135,0,48,19370,4009
2021-05-10,5803,4231,72197,0,77,64031,25614
2021-05-11,6258,4409,68572,0,85,50933,23169
2021-05-12,5657,3880,63956,0,71,30073,5212
2021-05-13,5468,4219,59594,0,75,36073,8912
2021-05-14,4078,4168,44057,0,76,21639,3240
2021-05-15,5347,3254,64701,0,63,52500,3352
2021-05-16,3650,4225,42884,0,56,38739,544
2021-05-17,6394,4737,91481,0,92,60092,9862
2021-05-18,5835,4311,90251,0,73,51331,7996
2021-05-19,6143,4057,102040,0,89,32703,4572
2021-05-20,6573,3071,102684,0,74,67572,7685
2021-05-21,6066,4987,103158,0,81,38093,6822
2021-05-22,5980,4659,107398,0,79,39505,10220
2021-05-23,3563,5785,62722,0,72,35088,3440
2021-05-24,6221,5252,120668,0,84,61554,15222
2021-05-25,5767,4783,114315,0,92,56504,12337
2021-05-26,5699,6266,116119,0,90,30848,5160
2021-05-27,5704,4784,119441,0,83,41176,5478
2021-05-28,5436,5760,122977,0,80,41359,4388
2021-05-29,5613,3905,116562,0,77,42605,3781
2021-05-30,3245,5690,71598,0,55,18465,1534
2021-05-31,4348,5037,111586,0,65,39206,4398
2021-06-01,4682,4992,115513,0,51,32667,4280
2021-06-02,4178,4389,102922,0,61,21908,2855
2021-06-03,4309,4790,107075,0,46,33480,2644
2021-06-04,4548,4263,123593,0,54,36193,2319
2021-06-05,3781,3099,115968,0,44,38106,2497
2021-06-06,2228,4076,73648,0,37,21465,2584
2021-06-07,3804,4613,124316,0,37,44525,5100
2021-06-08,3948,3419,133212,0,43,55941,5143
2021-06-09,3751,4355,115806,0,55,33618,7492
2021-06-10,3756,5123,122313,0,51,70726,22141
2021-06-11,3666,5241,169528,0,29,73865,14344
2021-06-12,3463,5600,161896,0,42,70753,12710
2021-06-13,2167,5403,100455,0,36,40935,10890
2021-06-14,3678,4299,146046,0,43,55635,26096
2021-06-15,3415,2906,132929,0,34,45317,13289
2021-06-16,3386,4881,130053,0,36,33383,12541
2021-06-17,3477,4949,154264,0,41,68802,22333
2021-06-18,3706,4835,171920,0,33,89112,28182
2021-06-19,3571,5141,161420,0,40,93748,24586
2021-06-20,1775,3559,78050,0,30,25448,10285
2021-06-21,2805,3699,170856,0,35,343888,20317
2021-06-22,2869,2482,152720,0,37,244170,17142
2021-06-23,2728,3802,166227,0,30,349471,17622
2021-06-24,2781,3604,124019,0,34,150762,14498
2021-06-25,2793,3977,139105,0,26,158705,17540
2021-06-26,2640,3499,127887,0,33,122320,30285
2021-06-27,1523,3261,55131,0,37,9450,3396
2021-06-28,2689,3394,133543,0,42,97096,25218
2021-06-29,2672,1996,101222,0,27,19564,12064
2021-06-30,2479,3053,91452,0,30,6916,7318
2021-07-01,2669,3329,137665,0,38,165945,18879
2021-07-02,2453,2902,153981,0,27,213906,26182
2021-07-03,2375,2524,134085,0,28,131749,18680
2021-07-04,1213,2775,53848,0,20,26410,4926
2021-07-05,2640,2521,116542,0,31,50347,10448
2021-07-06,2433,1745,100262,0,34,16429,5734
2021-07-07,2289,3136,101729,0,26,5666,2314
2021-07-08,2644,2946,106760,0,21,6792,2938
2021-07-09,2493,2481,117087,0,24,53019,7690
2021-07-10,2391,2854,133308,0,24,103961,16464
2021-07-11,1579,2793,97257,0,16,98164,6923
2021-07-12,2575,2916,168361,0,37,233118,17049
2021-07-13,2169,1456,124381,0,23,90574,15347
2021-07-14,2046,2655,132557,0,22,54573,47951
2021-07-15,1992,2498,120908,0,27,31097,37948
2021-07-16,1782,2656,127490,0,24,71907,27648
2021-07-17,1727,2495,133760,0,23,91576,28794
2021-07-18,1329,2277,71546,0,15,13013,5397
2021-07-19,1797,2138,152771,0,20,132525,25043
2021-07-20,1798,1645,142017,0,10,115538,30026
2021-07-21,1547,2426,74114,0,25,33999,8655
2021-07-22,1796,2262,159545,0,22,165416,45316
2021-07-23,1621,1869,147175,0,15,153535,42183
2021-07-24,1595,1788,118889,0,23,107386,28288
2021-07-25,1054,1501,73507,0,22,49778,13314
2021-07-26,1528,1830,166846,0,26,195564,57061
2021-07-27,1436,1312,155495,0,18,191274,58813
2021-07-28,1276,1791,112332,0,21,80870,24587
2021-07-29,1299,1664,128684,0,20,85166,23187
2021-07-30,1179,1441,112132,0,20,62397,22514
2021-07-31,989,1480,107285,0,19,129589,18715
2021-08-01,784,1449,91123,0,15,124677,19210
2021-08-02,1275,1469,176197,0,19,274421,39380
2021-08-03,1182,1158,154102,0,13,260312,35950
2021-08-04,1065,1263,119188,0,19,123571,21368
2021-08-05,1067,1249,131862,0,17,234633,36197
2021-08-06,975,1266,115049,0,14,206903,29730
2021-08-07,986,1057,118902,0,15,215102,38745
2021-08-08,568,1127,58728,0,15,69188,11179
2021-08-09,1120,1066,140454,0,17,248600,47965
2021-08-10,929,964,114152,0,16,195881,50303
2021-08-11,886,1098,101668,0,14,68351,31064
2021-08-12,935,1310,111728,0,17,145838,45290
2021-08-13,763,1169,115465,0,20,223819,49998
2021-08-14,755,969,107473,0,11,288267,56847
2021-08-15,411,857,49693,0,10,123119,25174
2021-08-16,758,1014,110581,0,10,305336,52735
2021-08-17,741,1012,101730,0,11,380196,61311
2021-08-18,639,1024,83282,0,15,126011,29602
2021-08-19,713,779,96200,0,10,161612,38308
2021-08-20,708,734,100079,0,13,139237,36996
2021-08-21,640,658,82729,0,15,110595,40405
2021-08-22,336,539,35580,0,10,27385,10516
2021-08-23,700,705,94636,0,11,223299,58963
2021-08-24,555,532,94002,0,13,218389,51440
2021-08-25,689,681,90547,0,7,112720,30608
2021-08-26,562,776,81826,0,11,200445,46737
2021-08-27,499,739,75004,0,9,215280,49061
2021-08-28,586,675,84785,0,9,0,0
2021-08-29,293,674,39337,0,4,293269,66716
2021-08-30,538,612,79140,0,15,145598,36160
2021-08-31,570,624,88519,0,5,208350,49769
2021-09-01,573,669,79121,0,11,91139,27209
2021-09-02,554,567,84246,0,6,179923,51486
2021-09-03,564,828,91778,0,6,212704,57199
2021-09-04,542,634,79462,0,10,193213,59030
2021-09-05,321,372,36729,0,6,68196,20691
2021-09-06,636,556,91028,0,11,226608,59970
2021-09-07,471,420,80937,0,9,237039,59156
2021-09-08,427,582,65256,0,4,124446,39789
2021-09-09,437,524,79245,0,4,230706,58764
2021-09-10,396,569,76432,0,5,221726,59753
2021-09-11,499,607,71638,0,8,189061,61101
2021-09-12,259,459,31906,0,11,56986,18404
2021-09-13,564,644,79534,0,7,192653,93487
2021-09-14,493,433,70893,0,9,125484,74993
2021-09-15,444,706,61642,0,8,58285,43770
2021-09-16,468,479,59020,0,4,106571,60712
2021-09-17,270,477,55049,0,9,327809,457829
2021-09-18,365,465,55861,0,2,97478,104313
2021-09-19,259,259,28251,0,7,60428,45064
2021-09-20,455,517,72650,0,10,161889,153556
2021-09-21,441,338,64421,0,6,149735,125545
2021-09-22,407,604,61076,0,4,82490,68448
2021-09-23,371,555,63821,0,10,110095,105038
2021-09-24,406,429,61092,0,7,94150,107376
2021-09-25,375,366,52693,0,4,86313,103121
2021-09-26,196,307,25167,0,5,41920,33342
2021-09-27,412,362,55009,0,8,101773,105367
2021-09-28,390,332,56236,0,10,86166,78108
2021-09-29,366,507,50692,0,7,64052,47566
2021-09-30,376,454,47611,0,5,67911,44434
2021-10-01,303,356,47515,0,3,44372,32674
2021-10-02,246,272,44528,0,4,356864,337673
2021-10-03,193,324,30035,0,1,24134,14681
2021-10-04,333,314,50424,0,9,68182,67971
2021-10-05,385,156,46051,0,7,69904,65444
2021-10-06,300,467,44272,0,6,73038,40864
2021-10-07,295,388,45454,0,8,112204,78371
2021-10-08,318,343,43977,0,5,98284,56321
2021-10-09,273,345,43625,0,5,140317,99379
2021-10-10,160,240,24900,0,5,107983,59595
2021-10-11,270,223,46429,0,5,109972,85085
2021-10-12,226,206,28954,0,3,14485,11145
2021-10-13,175,381,20653,0,2,4124,4978
2021-10-14,207,362,13548,0,2,2729,4767
2021-10-15,147,284,15805,0,1,1420,3330
2021-10-16,269,290,32791,0,5,14187,43537
2021-10-17,205,245,19350,0,6,10569,27194
2021-10-18,298,266,41043,0,7,28074,77715
2021-10-19,353,229,39654,0,0,26140,106222
2021-10-20,308,282,39654,0,1,13543,45735
2021-10-21,384,228,62536,0,4,28654,124180
2021-10-22,315,209,38899,0,2,33589,133739
2021-10-23,324,219,39768,0,3,30763,113509
2021-10-24,139,244,19713,0,6,13313,32568
2021-10-25,326,296,50253,0,5,38874,149952
2021-10-26,347,235,42670,0,3,41066,150743
2021-10-27,244,391,37836,0,6,33824,96148
2021-10-28,322,408,39629,0,2,46283,146543
2021-10-29,322,278,43841,0,3,49191,140419
2021-10-30,283,371,39808,0,4,46507,128621
2021-10-31,212,236,15060,0,1,19124,37463
2020-03-22,2,0,0,0,0,0,0
2020-03-23,1,0,0,0,0,0,0
2020-03-25,1,0,0,0,0,0,0
2020-03-26,3,0,0,0,0,0,0
2020-03-27,2,0,0,0,0,0,0
2020-03-28,2,0,0,0,0,0,0
2020-03-29,4,0,0,0,1,0,0
2020-03-31,6,0,0,0,0,0,0
2020-04-01,3,0,0,0,0,0,0
2020-04-02,5,3,0,0,0,0,0
2020-04-03,2,0,0,0,0,0,0
2020-04-04,1,0,0,0,0,0,0
2020-04-05,0,0,3037,0,0,0,0
2020-04-06,0,6,0,0,0,0,0
2020-04-07,6,6,0,0,0,0,0
2020-04-08,1,0,1559,0,0,0,0
2020-04-09,19,0,395,0,0,0,0
2020-04-10,2,0,466,0,0,0,0
2020-04-11,4,0,793,0,0,0,0
2020-04-12,0,11,453,0,0,0,0
2020-04-13,2,2,560,0,0,0,0
2020-04-14,0,1,464,0,0,0,0
2020-04-15,6,0,536,0,0,0,0
2020-04-16,11,8,583,0,0,0,0
2020-04-17,2,0,640,0,0,0,0
2020-04-18,1,5,644,0,1,0,0
2020-04-19,10,0,615,0,0,0,0
2020-04-20,17,0,574,0,0,0,0
2020-04-21,13,0,680,0,0,0,0
2020-04-22,17,0,979,0,0,0,0
2020-04-23,27,2,807,0,0,0,0
2020-04-24,53,0,1139,0,0,0,0
2020-04-25,28,1,961,0,0,0,0
2020-04-26,26,11,1156,0,0,0,0
2020-04-27,69,0,1138,0,0,0,0
2020-04-28,20,8,1611,0,0,0,0
2020-04-29,37,0,1390,0,0,0,0
2020-04-30,22,20,1492,0,0,0,0
2020-05-01,41,14,1446,0,1,0,0
2020-05-02,15,19,1606,0,1,0,0
2020-05-03,36,7,1227,0,0,0,0
2020-05-04,11,3,1394,0,0,0,0
2020-05-05,7,31,446,0,0,0,0
2020-05-06,7,0,537,0,0,0,0
2020-05-07,8,60,513,0,1,0,0
2020-05-08,29,49,479,0,0,0,0
2020-05-09,32,51,1232,0,0,0,0
2020-05-10,96,36,1118,0,1,0,0
2020-05-11,42,23,1992,0,0,0,0
2020-05-12,130,5,2768,0,0,0,0
2020-05-13,74,18,1719,0,1,0,0
2020-05-14,46,12,1633,0,0,0,0
2020-05-15,34,28,1863,0,0,0,0
2020-05-16,145,33,1695,0,1,0,0
2020-05-17,142,0,1389,0,0,0,0
2020-05-18,103,44,1267,0,1,0,0
2020-05-19,96,0,3567,0,0,0,0
2020-05-20,257,54,2798,0,0,0,0
2020-05-21,211,0,2331,0,0,0,0
2020-05-22,179,58,2789,0,2,0,0
2020-05-23,228,24,2739,0,0,0,0
2020-05-24,180,49,2521,0,0,0,0
2020-05-25,163,31,0,0,2,0,0
2020-05-26,231,67,0,0,1,0,0
2020-05-27,68,118,4521,0,1,0,0
2020-05-28,149,132,2013,0,0,0,0
2020-05-29,174,159,1981,0,0,0,0
2020-05-30,206,102,1673,0,6,0,0
2020-05-31,242,209,1808,0,2,0,0
2020-06-01,138,221,2353,0,0,0,0
2020-06-02,151,62,3323,0,1,0,0
2020-06-03,230,222,3316,0,1,0,0
2020-06-04,126,95,3584,0,3,0,0
2020-06-05,146,113,3590,0,1,0,0
2020-06-06,233,65,3570,0,0,0,0
2020-06-07,239,107,3635,0,1,0,0
2020-06-08,177,137,3210,0,1,0,0
2020-06-09,208,228,3270,0,2,0,0
2020-06-10,243,164,3895,0,1,0,0
2020-06-11,250,152,3742,0,0,0,0
2020-06-12,148,230,3446,0,1,0,0
2020-06-13,193,370,3415,0,0,0,0
2020-06-14,186,289,3543,0,1,0,0
2020-06-15,187,251,3497,0,2,0,0
2020-06-16,148,345,3657,0,1,0,0
2020-06-17,130,205,3619,0,0,0,0
2020-06-18,100,185,5182,0,5,0,0
2020-06-19,250,137,5978,0,5,0,0
2020-06-20,213,269,5586,0,0,0,0
2020-06-21,162,264,5778,0,2,0,0
2020-06-22,228,136,6550,0,1,0,0
2020-06-23,157,260,5925,0,2,0,0
2020-06-24,223,79,5702,0,1,0,0
2020-06-25,215,374,6634,0,1,0,0
2020-06-26,190,189,7906,0,0,0,0
2020-06-27,302,261,8742,0,2,0,0
2020-06-28,244,226,7447,0,4,0,0
2020-06-29,394,218,6827,0,1,0,0
2020-06-30,369,170,8231,0,5,0,0
2020-07-01,217,267,7799,0,5,0,0
2020-07-02,478,183,7291,0,5,0,0
2020-07-03,426,217,7187,0,6,0,0
2020-07-04,349,277,7930,0,4,0,0
2020-07-05,403,277,6799,0,2,0,0
2020-07-06,280,249,6213,0,7,0,0
2020-07-07,388,324,5168,0,1,0,0
2020-07-08,749,203,6277,0,2,0,0
2020-07-09,704,251,8505,0,9,0,0
2020-07-10,352,459,7595,0,2,0,0
2020-07-11,706,740,9108,0,7,0,0
2020-07-12,1266,962,9251,0,7,0,0
2020-07-13,1116,411,9129,0,9,0,0
2020-07-14,1432,655,10018,0,9,0,0
2020-07-15,1320,514,8052,0,14,0,0
2020-07-16,1385,568,10245,0,10,0,0
2020-07-17,1742,896,10273,0,6,0,0
2020-07-18,1667,774,10502,0,4,0,0
2020-07-19,1412,826,10276,0,2,0,0
2020-07-20,1076,938,10118,1,8,0,0
2020-07-21,1109,1206,10303,0,11,0,0
2020-07-22,1502,1135,10159,0,10,0,0
2020-07-23,1625,1083,10120,0,4,0,0
2020-07-24,1820,1873,10456,0,9,0,0
2020-07-25,2803,1688,12461,0,11,0,0
2020-07-26,2605,1788,14199,0,17,0,0
2020-07-27,2192,1536,14236,0,6,0,0
2020-07-28,2480,1376,16275,0,14,0,0
2020-07-29,2328,1284,17794,0,4,0,0
2020-07-30,2082,1169,20801,0,12,0,0
2020-07-31,2986,1977,22742,0,13,0,0
2020-08-01,3521,1823,28624,0,14,0,0
2020-08-02,2762,1164,35619,0,10,0,0
2020-08-03,2297,1871,36524,0,14,0,0
2020-08-04,2464,2252,38215,0,13,0,0
2020-08-05,2701,1610,51924,0,20,0,0
2020-08-06,3416,1450,60254,0,19,0,0
2020-08-07,3646,2445,71520,0,12,0,0
2020-08-08,3992,2408,75426,0,19,0,0
2020-08-09,3934,2642,75628,0,10,0,0
2020-08-10,3021,2824,75346,0,21,0,0
2020-08-11,4071,2900,83314,0,15,0,0
2020-08-12,3741,3029,92414,0,9,0,0
2020-08-13,3906,2439,104452,0,10,0,0
2020-08-14,3911,2800,121320,0,16,0,0
2020-08-15,3536,3368,113498,0,15,0,0
2020-08-16,2187,3891,67212,0,22,0,0
2020-08-17,2525,4140,107727,0,5,0,0
2020-08-18,3257,4034,112781,0,16,0,0
2020-08-19,2884,3838,108179,0,10,0,0
2020-08-20,2451,3585,107945,0,6,0,0
2020-08-21,2461,3678,112422,0,14,0,0
2020-08-22,2238,3531,102945,0,13,0,0
2020-08-23,2247,3082,101036,0,9,0,0
2020-08-24,1227,2908,62215,0,17,0,0
2020-08-25,1444,3169,75385,0,17,0,0
2020-08-26,2163,2234,102590,0,9,0,0
2020-08-27,1860,2931,104473,0,9,0,0
2020-08-28,1998,2749,105766,0,12,0,0
2020-08-29,2087,2629,106481,0,5,0,0
2020-08-30,2078,2231,107730,0,9,0,0
2020-08-31,1324,2267,90024,0,6,0,0
2020-09-01,1928,2029,115559,0,15,0,0
2020-09-02,1969,1803,127404,0,13,0,0
2020-09-03,1922,1572,140931,0,6,0,0
2020-09-04,1978,1435,150195,0,13,0,0
2020-09-05,1727,1965,150483,0,9,0,0
2020-09-06,1797,1924,151033,0,4,0,0
2020-09-07,1369,1845,153156,0,7,0,0
2020-09-08,1667,1944,152671,0,4,0,0
2020-09-09,1498,1702,122121,0,10,0,0
2020-09-10,1543,1480,112199,0,10,0,0
2020-09-11,1710,2187,105074,0,12,0,0
2020-09-12,1421,1700,105930,0,11,0,0
2020-09-13,1523,1895,110500,0,14,0,0
2020-09-14,1137,1966,102330,0,9,0,0
2020-09-15,1575,1514,107492,0,5,0,0
2020-09-16,1531,1724,107970,0,12,0,0
2020-09-17,1592,1465,105128,0,7,0,0
2020-09-18,1147,1678,92156,0,4,0,0
2020-09-19,1616,1556,124332,0,2,0,0
2020-09-20,1555,1487,176511,0,3,0,0
2020-09-21,1314,1381,173603,0,6,0,0
2020-09-22,1609,1232,194088,0,3,0,0
2020-09-23,1598,1490,175585,0,1,0,0
